wbid,term,found
WBGene00003976,organic cyclic compound metabolic process GO:1901360,1.0
WBGene00001597,organic cyclic compound metabolic process GO:1901360,1.0
WBGene00001061,organic cyclic compound metabolic process GO:1901360,1.0
WBGene00012698,organic cyclic compound metabolic process GO:1901360,1.0
WBGene00015497,organic cyclic compound metabolic process GO:1901360,1.0
WBGene00007645,organic cyclic compound metabolic process GO:1901360,1.0
WBGene00003619,organic cyclic compound metabolic process GO:1901360,1.0
WBGene00001161,organic cyclic compound metabolic process GO:1901360,1.0
WBGene00000935,organic cyclic compound metabolic process GO:1901360,1.0
WBGene00011664,organic cyclic compound metabolic process GO:1901360,1.0
WBGene00015189,organic cyclic compound metabolic process GO:1901360,1.0
WBGene00004702,organic cyclic compound metabolic process GO:1901360,1.0
WBGene00003405,organic cyclic compound metabolic process GO:1901360,1.0
WBGene00007907,organic cyclic compound metabolic process GO:1901360,1.0
WBGene00008645,organic cyclic compound metabolic process GO:1901360,1.0
WBGene00001595,organic cyclic compound metabolic process GO:1901360,1.0
WBGene00044329,organic cyclic compound metabolic process GO:1901360,1.0
WBGene00004050,organic cyclic compound metabolic process GO:1901360,1.0
WBGene00003037,organic cyclic compound metabolic process GO:1901360,1.0
WBGene00010839,organic cyclic compound metabolic process GO:1901360,1.0
WBGene00001865,organic cyclic compound metabolic process GO:1901360,1.0
WBGene00009924,organic cyclic compound metabolic process GO:1901360,1.0
WBGene00000223,organic cyclic compound metabolic process GO:1901360,1.0
WBGene00000797,organic cyclic compound metabolic process GO:1901360,1.0
WBGene00002850,organic cyclic compound metabolic process GO:1901360,1.0
WBGene00020827,organic cyclic compound metabolic process GO:1901360,1.0
WBGene00022172,organic cyclic compound metabolic process GO:1901360,1.0
WBGene00004510,organic cyclic compound metabolic process GO:1901360,1.0
WBGene00004950,organic cyclic compound metabolic process GO:1901360,1.0
WBGene00021132,organic cyclic compound metabolic process GO:1901360,1.0
WBGene00000411,embryo development ending in birth or egg hatching GO:0009792,1.0
WBGene00003183,embryo development ending in birth or egg hatching GO:0009792,1.0
WBGene00018321,embryo development ending in birth or egg hatching GO:0009792,1.0
WBGene00006379,embryo development ending in birth or egg hatching GO:0009792,1.0
WBGene00006988,embryo development ending in birth or egg hatching GO:0009792,1.0
WBGene00003161,embryo development ending in birth or egg hatching GO:0009792,1.0
WBGene00006700,embryo development ending in birth or egg hatching GO:0009792,1.0
WBGene00013038,embryo development ending in birth or egg hatching GO:0009792,1.0
WBGene00003793,embryo development ending in birth or egg hatching GO:0009792,1.0
WBGene00011803,embryo development ending in birth or egg hatching GO:0009792,1.0
WBGene00011415,embryo development ending in birth or egg hatching GO:0009792,1.0
WBGene00011994,embryo development ending in birth or egg hatching GO:0009792,1.0
WBGene00003499,embryo development ending in birth or egg hatching GO:0009792,1.0
WBGene00004888,embryo development ending in birth or egg hatching GO:0009792,1.0
WBGene00001860,embryo development ending in birth or egg hatching GO:0009792,1.0
WBGene00003868,embryo development ending in birth or egg hatching GO:0009792,1.0
WBGene00015698,embryo development ending in birth or egg hatching GO:0009792,1.0
WBGene00003228,embryo development ending in birth or egg hatching GO:0009792,1.0
WBGene00008968,embryo development ending in birth or egg hatching GO:0009792,1.0
WBGene00018721,embryo development ending in birth or egg hatching GO:0009792,1.0
WBGene00003159,embryo development ending in birth or egg hatching GO:0009792,1.0
WBGene00002073,embryo development ending in birth or egg hatching GO:0009792,1.0
WBGene00001372,embryo development ending in birth or egg hatching GO:0009792,1.0
WBGene00005019,embryo development ending in birth or egg hatching GO:0009792,1.0
WBGene00003976,embryo development ending in birth or egg hatching GO:0009792,1.0
WBGene00003150,embryo development ending in birth or egg hatching GO:0009792,1.0
WBGene00001597,embryo development ending in birth or egg hatching GO:0009792,1.0
WBGene00000417,embryo development ending in birth or egg hatching GO:0009792,1.0
WBGene00009163,negative regulation of metabolic process GO:0009892,1.0
WBGene00010613,negative regulation of metabolic process GO:0009892,1.0
WBGene00006379,negative regulation of metabolic process GO:0009892,1.0
WBGene00001031,negative regulation of metabolic process GO:0009892,1.0
WBGene00009386,negative regulation of metabolic process GO:0009892,1.0
WBGene00013122,negative regulation of metabolic process GO:0009892,1.0
WBGene00008682,negative regulation of metabolic process GO:0009892,1.0
WBGene00003229,negative regulation of metabolic process GO:0009892,1.0
WBGene00000772,negative regulation of metabolic process GO:0009892,1.0
WBGene00003783,negative regulation of metabolic process GO:0009892,1.0
WBGene00003499,negative regulation of metabolic process GO:0009892,1.0
WBGene00004888,negative regulation of metabolic process GO:0009892,1.0
WBGene00009661,negative regulation of metabolic process GO:0009892,1.0
WBGene00004027,negative regulation of metabolic process GO:0009892,1.0
WBGene00009124,negative regulation of metabolic process GO:0009892,1.0
WBGene00000770,negative regulation of metabolic process GO:0009892,1.0
WBGene00004244,negative regulation of metabolic process GO:0009892,1.0
WBGene00011908,negative regulation of metabolic process GO:0009892,1.0
WBGene00019646,negative regulation of metabolic process GO:0009892,1.0
WBGene00014124,negative regulation of metabolic process GO:0009892,1.0
WBGene00003026,negative regulation of metabolic process GO:0009892,1.0
WBGene00011036,negative regulation of metabolic process GO:0009892,1.0
WBGene00010260,negative regulation of metabolic process GO:0009892,1.0
WBGene00021945,negative regulation of metabolic process GO:0009892,1.0
WBGene00011636,negative regulation of metabolic process GO:0009892,1.0
WBGene00004334,negative regulation of metabolic process GO:0009892,1.0
WBGene00016523,negative regulation of metabolic process GO:0009892,1.0
WBGene00014115,negative regulation of metabolic process GO:0009892,1.0
WBGene00004132,negative regulation of metabolic process GO:0009892,1.0
WBGene00022278,negative regulation of metabolic process GO:0009892,1.0
WBGene00005643,negative regulation of metabolic process GO:0009892,1.0
WBGene00019380,negative regulation of metabolic process GO:0009892,1.0
WBGene00022620,negative regulation of metabolic process GO:0009892,1.0
WBGene00009897,negative regulation of metabolic process GO:0009892,1.0
WBGene00001499,negative regulation of metabolic process GO:0009892,1.0
WBGene00008061,negative regulation of metabolic process GO:0009892,1.0
WBGene00009372,negative regulation of metabolic process GO:0009892,1.0
WBGene00022232,negative regulation of metabolic process GO:0009892,1.0
WBGene00001061,negative regulation of metabolic process GO:0009892,1.0
WBGene00010765,negative regulation of metabolic process GO:0009892,1.0
WBGene00001161,negative regulation of metabolic process GO:0009892,1.0
WBGene00000935,negative regulation of metabolic process GO:0009892,1.0
WBGene00020893,negative regulation of metabolic process GO:0009892,1.0
WBGene00001595,negative regulation of metabolic process GO:0009892,1.0
WBGene00020651,negative regulation of metabolic process GO:0009892,1.0
WBGene00021939,negative regulation of metabolic process GO:0009892,1.0
WBGene00000223,negative regulation of metabolic process GO:0009892,1.0
WBGene00020827,negative regulation of metabolic process GO:0009892,1.0
WBGene00004510,negative regulation of metabolic process GO:0009892,1.0
WBGene00021132,negative regulation of metabolic process GO:0009892,1.0
WBGene00015150,membrane-enclosed lumen GO:0031974,1.0
WBGene00004049,membrane-enclosed lumen GO:0031974,1.0
WBGene00003598,membrane-enclosed lumen GO:0031974,1.0
WBGene00006387,membrane-enclosed lumen GO:0031974,1.0
WBGene00006944,membrane-enclosed lumen GO:0031974,1.0
WBGene00004704,membrane-enclosed lumen GO:0031974,1.0
WBGene00008218,membrane-enclosed lumen GO:0031974,1.0
WBGene00003161,membrane-enclosed lumen GO:0031974,1.0
WBGene00022253,membrane-enclosed lumen GO:0031974,1.0
WBGene00012678,membrane-enclosed lumen GO:0031974,1.0
WBGene00003421,membrane-enclosed lumen GO:0031974,1.0
WBGene00013669,membrane-enclosed lumen GO:0031974,1.0
WBGene00011408,membrane-enclosed lumen GO:0031974,1.0
WBGene00008684,membrane-enclosed lumen GO:0031974,1.0
WBGene00002034,membrane-enclosed lumen GO:0031974,1.0
WBGene00011415,membrane-enclosed lumen GO:0031974,1.0
WBGene00004384,membrane-enclosed lumen GO:0031974,1.0
WBGene00013878,membrane-enclosed lumen GO:0031974,1.0
WBGene00020480,membrane-enclosed lumen GO:0031974,1.0
WBGene00011576,membrane-enclosed lumen GO:0031974,1.0
WBGene00004888,membrane-enclosed lumen GO:0031974,1.0
WBGene00001998,membrane-enclosed lumen GO:0031974,1.0
WBGene00001860,membrane-enclosed lumen GO:0031974,1.0
WBGene00004244,membrane-enclosed lumen GO:0031974,1.0
WBGene00016154,membrane-enclosed lumen GO:0031974,1.0
WBGene00003164,membrane-enclosed lumen GO:0031974,1.0
WBGene00014124,membrane-enclosed lumen GO:0031974,1.0
WBGene00016992,membrane-enclosed lumen GO:0031974,1.0
WBGene00011257,membrane-enclosed lumen GO:0031974,1.0
WBGene00013857,membrane-enclosed lumen GO:0031974,1.0
WBGene00018833,membrane-enclosed lumen GO:0031974,1.0
WBGene00004296,membrane-enclosed lumen GO:0031974,1.0
WBGene00001832,membrane-enclosed lumen GO:0031974,1.0
WBGene00017430,membrane-enclosed lumen GO:0031974,1.0
WBGene00013583,membrane-enclosed lumen GO:0031974,1.0
WBGene00012385,membrane-enclosed lumen GO:0031974,1.0
WBGene00004334,membrane-enclosed lumen GO:0031974,1.0
WBGene00012650,membrane-enclosed lumen GO:0031974,1.0
WBGene00014115,membrane-enclosed lumen GO:0031974,1.0
WBGene00009114,membrane-enclosed lumen GO:0031974,1.0
WBGene00022278,membrane-enclosed lumen GO:0031974,1.0
WBGene00004874,membrane-enclosed lumen GO:0031974,1.0
WBGene00018513,membrane-enclosed lumen GO:0031974,1.0
WBGene00022831,membrane-enclosed lumen GO:0031974,1.0
WBGene00019380,membrane-enclosed lumen GO:0031974,1.0
WBGene00009287,membrane-enclosed lumen GO:0031974,1.0
WBGene00019118,membrane-enclosed lumen GO:0031974,1.0
WBGene00009372,membrane-enclosed lumen GO:0031974,1.0
WBGene00022232,membrane-enclosed lumen GO:0031974,1.0
WBGene00007013,membrane-enclosed lumen GO:0031974,1.0
WBGene00013405,membrane-enclosed lumen GO:0031974,1.0
WBGene00021689,membrane-enclosed lumen GO:0031974,1.0
WBGene00017758,membrane-enclosed lumen GO:0031974,1.0
WBGene00015451,membrane-enclosed lumen GO:0031974,1.0
WBGene00019712,membrane-enclosed lumen GO:0031974,1.0
WBGene00003373,membrane-enclosed lumen GO:0031974,1.0
WBGene00002073,membrane-enclosed lumen GO:0031974,1.0
WBGene00003976,membrane-enclosed lumen GO:0031974,1.0
WBGene00015497,membrane-enclosed lumen GO:0031974,1.0
WBGene00001161,membrane-enclosed lumen GO:0031974,1.0
WBGene00004702,membrane-enclosed lumen GO:0031974,1.0
WBGene00003405,membrane-enclosed lumen GO:0031974,1.0
WBGene00008645,membrane-enclosed lumen GO:0031974,1.0
WBGene00004050,membrane-enclosed lumen GO:0031974,1.0
WBGene00003037,membrane-enclosed lumen GO:0031974,1.0
WBGene00009924,membrane-enclosed lumen GO:0031974,1.0
WBGene00002850,membrane-enclosed lumen GO:0031974,1.0
WBGene00007500,membrane-enclosed lumen GO:0031974,1.0
WBGene00004950,membrane-enclosed lumen GO:0031974,1.0
WBGene00003598,ribonucleoprotein granule GO:0035770,1.0
WBGene00022034,ribonucleoprotein granule GO:0035770,1.0
WBGene00003229,ribonucleoprotein granule GO:0035770,1.0
WBGene00002004,ribonucleoprotein granule GO:0035770,1.0
WBGene00009661,ribonucleoprotein granule GO:0035770,1.0
WBGene00004027,ribonucleoprotein granule GO:0035770,1.0
WBGene00004244,ribonucleoprotein granule GO:0035770,1.0
WBGene00003026,ribonucleoprotein granule GO:0035770,1.0
WBGene00011036,ribonucleoprotein granule GO:0035770,1.0
WBGene00003228,ribonucleoprotein granule GO:0035770,1.0
WBGene00004984,ribonucleoprotein granule GO:0035770,1.0
WBGene00014115,ribonucleoprotein granule GO:0035770,1.0
WBGene00004132,ribonucleoprotein granule GO:0035770,1.0
WBGene00012484,ribonucleoprotein granule GO:0035770,1.0
WBGene00022620,ribonucleoprotein granule GO:0035770,1.0
WBGene00010677,ribonucleoprotein granule GO:0035770,1.0
WBGene00003150,ribonucleoprotein granule GO:0035770,1.0
WBGene00001597,ribonucleoprotein granule GO:0035770,1.0
WBGene00001595,ribonucleoprotein granule GO:0035770,1.0
WBGene00016960,reproduction GO:0000003,1.0
WBGene00009163,reproduction GO:0000003,1.0
WBGene00000868,reproduction GO:0000003,1.0
WBGene00003183,reproduction GO:0000003,1.0
WBGene00006379,reproduction GO:0000003,1.0
WBGene00001653,reproduction GO:0000003,1.0
WBGene00006988,reproduction GO:0000003,1.0
WBGene00003185,reproduction GO:0000003,1.0
WBGene00004227,reproduction GO:0000003,1.0
WBGene00013038,reproduction GO:0000003,1.0
WBGene00012678,reproduction GO:0000003,1.0
WBGene00003421,reproduction GO:0000003,1.0
WBGene00008684,reproduction GO:0000003,1.0
WBGene00004234,reproduction GO:0000003,1.0
WBGene00001413,reproduction GO:0000003,1.0
WBGene00011803,reproduction GO:0000003,1.0
WBGene00002034,reproduction GO:0000003,1.0
WBGene00011415,reproduction GO:0000003,1.0
WBGene00003783,reproduction GO:0000003,1.0
WBGene00004384,reproduction GO:0000003,1.0
WBGene00003499,reproduction GO:0000003,1.0
WBGene00011576,reproduction GO:0000003,1.0
WBGene00013443,reproduction GO:0000003,1.0
WBGene00000770,reproduction GO:0000003,1.0
WBGene00004244,reproduction GO:0000003,1.0
WBGene00003026,reproduction GO:0000003,1.0
WBGene00004296,reproduction GO:0000003,1.0
WBGene00015698,reproduction GO:0000003,1.0
WBGene00022060,reproduction GO:0000003,1.0
WBGene00008641,reproduction GO:0000003,1.0
WBGene00000496,reproduction GO:0000003,1.0
WBGene00000875,reproduction GO:0000003,1.0
WBGene00019960,reproduction GO:0000003,1.0
WBGene00004035,reproduction GO:0000003,1.0
WBGene00004334,reproduction GO:0000003,1.0
WBGene00014115,reproduction GO:0000003,1.0
WBGene00010351,reproduction GO:0000003,1.0
WBGene00009844,reproduction GO:0000003,1.0
WBGene00008968,reproduction GO:0000003,1.0
WBGene00004874,reproduction GO:0000003,1.0
WBGene00044067,reproduction GO:0000003,1.0
WBGene00018721,reproduction GO:0000003,1.0
WBGene00004298,reproduction GO:0000003,1.0
WBGene00086546,reproduction GO:0000003,1.0
WBGene00019712,reproduction GO:0000003,1.0
WBGene00005019,reproduction GO:0000003,1.0
WBGene00003058,reproduction GO:0000003,1.0
WBGene00003150,reproduction GO:0000003,1.0
WBGene00001597,reproduction GO:0000003,1.0
WBGene00001061,reproduction GO:0000003,1.0
WBGene00002992,reproduction GO:0000003,1.0
WBGene00000935,reproduction GO:0000003,1.0
WBGene00004702,reproduction GO:0000003,1.0
WBGene00003405,reproduction GO:0000003,1.0
WBGene00001595,reproduction GO:0000003,1.0
WBGene00001865,reproduction GO:0000003,1.0
WBGene00022172,reproduction GO:0000003,1.0
WBGene00004510,reproduction GO:0000003,1.0
WBGene00003421,double-stranded DNA binding GO:0003690,1.0
WBGene00000469,double-stranded DNA binding GO:0003690,1.0
WBGene00013878,double-stranded DNA binding GO:0003690,1.0
WBGene00002004,double-stranded DNA binding GO:0003690,1.0
WBGene00016154,double-stranded DNA binding GO:0003690,1.0
WBGene00011257,double-stranded DNA binding GO:0003690,1.0
WBGene00013857,double-stranded DNA binding GO:0003690,1.0
WBGene00004296,double-stranded DNA binding GO:0003690,1.0
WBGene00022060,double-stranded DNA binding GO:0003690,1.0
WBGene00017430,double-stranded DNA binding GO:0003690,1.0
WBGene00003154,double-stranded DNA binding GO:0003690,1.0
WBGene00013583,double-stranded DNA binding GO:0003690,1.0
WBGene00012385,double-stranded DNA binding GO:0003690,1.0
WBGene00004334,double-stranded DNA binding GO:0003690,1.0
WBGene00012650,double-stranded DNA binding GO:0003690,1.0
WBGene00012484,double-stranded DNA binding GO:0003690,1.0
WBGene00009372,double-stranded DNA binding GO:0003690,1.0
WBGene00003159,double-stranded DNA binding GO:0003690,1.0
WBGene00007013,double-stranded DNA binding GO:0003690,1.0
WBGene00021689,double-stranded DNA binding GO:0003690,1.0
WBGene00017758,double-stranded DNA binding GO:0003690,1.0
WBGene00003373,double-stranded DNA binding GO:0003690,1.0
WBGene00003155,double-stranded DNA binding GO:0003690,1.0
WBGene00000271,double-stranded DNA binding GO:0003690,1.0
WBGene00008082,double-stranded DNA binding GO:0003690,1.0
WBGene00015497,double-stranded DNA binding GO:0003690,1.0
WBGene00003037,double-stranded DNA binding GO:0003690,1.0
WBGene00004950,double-stranded DNA binding GO:0003690,1.0
WBGene00021132,double-stranded DNA binding GO:0003690,1.0
WBGene00015150,heterocycle metabolic process GO:0046483,1.0
WBGene00004049,heterocycle metabolic process GO:0046483,1.0
WBGene00003598,heterocycle metabolic process GO:0046483,1.0
WBGene00009163,heterocycle metabolic process GO:0046483,1.0
WBGene00000411,heterocycle metabolic process GO:0046483,1.0
WBGene00002027,heterocycle metabolic process GO:0046483,1.0
WBGene00006387,heterocycle metabolic process GO:0046483,1.0
WBGene00006944,heterocycle metabolic process GO:0046483,1.0
WBGene00009132,heterocycle metabolic process GO:0046483,1.0
WBGene00004704,heterocycle metabolic process GO:0046483,1.0
WBGene00006618,heterocycle metabolic process GO:0046483,1.0
WBGene00006379,heterocycle metabolic process GO:0046483,1.0
WBGene00003668,heterocycle metabolic process GO:0046483,1.0
WBGene00001653,heterocycle metabolic process GO:0046483,1.0
WBGene00022805,heterocycle metabolic process GO:0046483,1.0
WBGene00001031,heterocycle metabolic process GO:0046483,1.0
WBGene00022253,heterocycle metabolic process GO:0046483,1.0
WBGene00010609,heterocycle metabolic process GO:0046483,1.0
WBGene00012678,heterocycle metabolic process GO:0046483,1.0
WBGene00018680,heterocycle metabolic process GO:0046483,1.0
WBGene00003421,heterocycle metabolic process GO:0046483,1.0
WBGene00011368,heterocycle metabolic process GO:0046483,1.0
WBGene00008682,heterocycle metabolic process GO:0046483,1.0
WBGene00011408,heterocycle metabolic process GO:0046483,1.0
WBGene00008684,heterocycle metabolic process GO:0046483,1.0
WBGene00000469,heterocycle metabolic process GO:0046483,1.0
WBGene00002034,heterocycle metabolic process GO:0046483,1.0
WBGene00011415,heterocycle metabolic process GO:0046483,1.0
WBGene00004384,heterocycle metabolic process GO:0046483,1.0
WBGene00013878,heterocycle metabolic process GO:0046483,1.0
WBGene00001536,heterocycle metabolic process GO:0046483,1.0
WBGene00020964,heterocycle metabolic process GO:0046483,1.0
WBGene00003499,heterocycle metabolic process GO:0046483,1.0
WBGene00009364,heterocycle metabolic process GO:0046483,1.0
WBGene00020480,heterocycle metabolic process GO:0046483,1.0
WBGene00011576,heterocycle metabolic process GO:0046483,1.0
WBGene00004888,heterocycle metabolic process GO:0046483,1.0
WBGene00002004,heterocycle metabolic process GO:0046483,1.0
WBGene00001998,heterocycle metabolic process GO:0046483,1.0
WBGene00001860,heterocycle metabolic process GO:0046483,1.0
WBGene00009661,heterocycle metabolic process GO:0046483,1.0
WBGene00004027,heterocycle metabolic process GO:0046483,1.0
WBGene00009124,heterocycle metabolic process GO:0046483,1.0
WBGene00012236,heterocycle metabolic process GO:0046483,1.0
WBGene00016154,heterocycle metabolic process GO:0046483,1.0
WBGene00003164,heterocycle metabolic process GO:0046483,1.0
WBGene00013688,heterocycle metabolic process GO:0046483,1.0
WBGene00011908,heterocycle metabolic process GO:0046483,1.0
WBGene00014124,heterocycle metabolic process GO:0046483,1.0
WBGene00044689,heterocycle metabolic process GO:0046483,1.0
WBGene00020189,heterocycle metabolic process GO:0046483,1.0
WBGene00044916,heterocycle metabolic process GO:0046483,1.0
WBGene00003026,heterocycle metabolic process GO:0046483,1.0
WBGene00011257,heterocycle metabolic process GO:0046483,1.0
WBGene00013857,heterocycle metabolic process GO:0046483,1.0
WBGene00018833,heterocycle metabolic process GO:0046483,1.0
WBGene00004296,heterocycle metabolic process GO:0046483,1.0
WBGene00022420,heterocycle metabolic process GO:0046483,1.0
WBGene00011036,heterocycle metabolic process GO:0046483,1.0
WBGene00022060,heterocycle metabolic process GO:0046483,1.0
WBGene00010260,heterocycle metabolic process GO:0046483,1.0
WBGene00008641,heterocycle metabolic process GO:0046483,1.0
WBGene00015143,heterocycle metabolic process GO:0046483,1.0
WBGene00017430,heterocycle metabolic process GO:0046483,1.0
WBGene00009006,heterocycle metabolic process GO:0046483,1.0
WBGene00010409,heterocycle metabolic process GO:0046483,1.0
WBGene00003154,heterocycle metabolic process GO:0046483,1.0
WBGene00000227,heterocycle metabolic process GO:0046483,1.0
WBGene00013583,heterocycle metabolic process GO:0046483,1.0
WBGene00012385,heterocycle metabolic process GO:0046483,1.0
WBGene00020091,heterocycle metabolic process GO:0046483,1.0
WBGene00003604,heterocycle metabolic process GO:0046483,1.0
WBGene00004334,heterocycle metabolic process GO:0046483,1.0
WBGene00012650,heterocycle metabolic process GO:0046483,1.0
WBGene00004984,heterocycle metabolic process GO:0046483,1.0
WBGene00014115,heterocycle metabolic process GO:0046483,1.0
WBGene00022278,heterocycle metabolic process GO:0046483,1.0
WBGene00022835,heterocycle metabolic process GO:0046483,1.0
WBGene00012484,heterocycle metabolic process GO:0046483,1.0
WBGene00009944,heterocycle metabolic process GO:0046483,1.0
WBGene00004339,heterocycle metabolic process GO:0046483,1.0
WBGene00018513,heterocycle metabolic process GO:0046483,1.0
WBGene00000413,heterocycle metabolic process GO:0046483,1.0
WBGene00022831,heterocycle metabolic process GO:0046483,1.0
WBGene00007603,heterocycle metabolic process GO:0046483,1.0
WBGene00019380,heterocycle metabolic process GO:0046483,1.0
WBGene00022620,heterocycle metabolic process GO:0046483,1.0
WBGene00002985,heterocycle metabolic process GO:0046483,1.0
WBGene00009287,heterocycle metabolic process GO:0046483,1.0
WBGene00020674,heterocycle metabolic process GO:0046483,1.0
WBGene00018721,heterocycle metabolic process GO:0046483,1.0
WBGene00007464,heterocycle metabolic process GO:0046483,1.0
WBGene00009372,heterocycle metabolic process GO:0046483,1.0
WBGene00022232,heterocycle metabolic process GO:0046483,1.0
WBGene00004298,heterocycle metabolic process GO:0046483,1.0
WBGene00003159,heterocycle metabolic process GO:0046483,1.0
WBGene00017051,heterocycle metabolic process GO:0046483,1.0
WBGene00012000,heterocycle metabolic process GO:0046483,1.0
WBGene00007013,heterocycle metabolic process GO:0046483,1.0
WBGene00013405,heterocycle metabolic process GO:0046483,1.0
WBGene00021689,heterocycle metabolic process GO:0046483,1.0
WBGene00016811,heterocycle metabolic process GO:0046483,1.0
WBGene00014250,heterocycle metabolic process GO:0046483,1.0
WBGene00017758,heterocycle metabolic process GO:0046483,1.0
WBGene00017025,heterocycle metabolic process GO:0046483,1.0
WBGene00015451,heterocycle metabolic process GO:0046483,1.0
WBGene00016674,heterocycle metabolic process GO:0046483,1.0
WBGene00011834,heterocycle metabolic process GO:0046483,1.0
WBGene00019712,heterocycle metabolic process GO:0046483,1.0
WBGene00003373,heterocycle metabolic process GO:0046483,1.0
WBGene00003155,heterocycle metabolic process GO:0046483,1.0
WBGene00001372,heterocycle metabolic process GO:0046483,1.0
WBGene00000271,heterocycle metabolic process GO:0046483,1.0
WBGene00008082,heterocycle metabolic process GO:0046483,1.0
WBGene00009159,heterocycle metabolic process GO:0046483,1.0
WBGene00008642,heterocycle metabolic process GO:0046483,1.0
WBGene00003976,heterocycle metabolic process GO:0046483,1.0
WBGene00001597,heterocycle metabolic process GO:0046483,1.0
WBGene00001061,heterocycle metabolic process GO:0046483,1.0
WBGene00012698,heterocycle metabolic process GO:0046483,1.0
WBGene00015497,heterocycle metabolic process GO:0046483,1.0
WBGene00007645,heterocycle metabolic process GO:0046483,1.0
WBGene00003619,heterocycle metabolic process GO:0046483,1.0
WBGene00001161,heterocycle metabolic process GO:0046483,1.0
WBGene00000935,heterocycle metabolic process GO:0046483,1.0
WBGene00011664,heterocycle metabolic process GO:0046483,1.0
WBGene00015189,heterocycle metabolic process GO:0046483,1.0
WBGene00004702,heterocycle metabolic process GO:0046483,1.0
WBGene00003405,heterocycle metabolic process GO:0046483,1.0
WBGene00007907,heterocycle metabolic process GO:0046483,1.0
WBGene00008645,heterocycle metabolic process GO:0046483,1.0
WBGene00001595,heterocycle metabolic process GO:0046483,1.0
WBGene00044329,heterocycle metabolic process GO:0046483,1.0
WBGene00004050,heterocycle metabolic process GO:0046483,1.0
WBGene00003037,heterocycle metabolic process GO:0046483,1.0
WBGene00010839,heterocycle metabolic process GO:0046483,1.0
WBGene00001865,heterocycle metabolic process GO:0046483,1.0
WBGene00009924,heterocycle metabolic process GO:0046483,1.0
WBGene00000223,heterocycle metabolic process GO:0046483,1.0
WBGene00000797,heterocycle metabolic process GO:0046483,1.0
WBGene00002850,heterocycle metabolic process GO:0046483,1.0
WBGene00020827,heterocycle metabolic process GO:0046483,1.0
WBGene00022172,heterocycle metabolic process GO:0046483,1.0
WBGene00004510,heterocycle metabolic process GO:0046483,1.0
WBGene00004950,heterocycle metabolic process GO:0046483,1.0
WBGene00021132,heterocycle metabolic process GO:0046483,1.0
WBGene00000411,organelle fission GO:0048285,1.0
WBGene00000868,organelle fission GO:0048285,1.0
WBGene00003183,organelle fission GO:0048285,1.0
WBGene00011915,organelle fission GO:0048285,1.0
WBGene00006988,organelle fission GO:0048285,1.0
WBGene00003161,organelle fission GO:0048285,1.0
WBGene00003185,organelle fission GO:0048285,1.0
WBGene00013038,organelle fission GO:0048285,1.0
WBGene00012678,organelle fission GO:0048285,1.0
WBGene00003421,organelle fission GO:0048285,1.0
WBGene00003793,organelle fission GO:0048285,1.0
WBGene00021470,organelle fission GO:0048285,1.0
WBGene00002034,organelle fission GO:0048285,1.0
WBGene00011415,organelle fission GO:0048285,1.0
WBGene00003499,organelle fission GO:0048285,1.0
WBGene00011576,organelle fission GO:0048285,1.0
WBGene00004888,organelle fission GO:0048285,1.0
WBGene00001860,organelle fission GO:0048285,1.0
WBGene00013443,organelle fission GO:0048285,1.0
WBGene00004244,organelle fission GO:0048285,1.0
WBGene00015698,organelle fission GO:0048285,1.0
WBGene00008641,organelle fission GO:0048285,1.0
WBGene00001832,organelle fission GO:0048285,1.0
WBGene00000875,organelle fission GO:0048285,1.0
WBGene00010093,organelle fission GO:0048285,1.0
WBGene00003785,organelle fission GO:0048285,1.0
WBGene00004874,organelle fission GO:0048285,1.0
WBGene00011501,organelle fission GO:0048285,1.0
WBGene00004298,organelle fission GO:0048285,1.0
WBGene00003159,organelle fission GO:0048285,1.0
WBGene00019712,organelle fission GO:0048285,1.0
WBGene00001597,organelle fission GO:0048285,1.0
WBGene00001865,organelle fission GO:0048285,1.0
WBGene00022172,organelle fission GO:0048285,1.0
WBGene00003524,metalloendopeptidase activity GO:0004222,1.0
WBGene00003528,metalloendopeptidase activity GO:0004222,1.0
WBGene00006591,metalloendopeptidase activity GO:0004222,1.0
WBGene00012185,metalloendopeptidase activity GO:0004222,1.0
WBGene00020476,metalloendopeptidase activity GO:0004222,1.0
WBGene00022874,metalloendopeptidase activity GO:0004222,1.0
WBGene00003539,metalloendopeptidase activity GO:0004222,1.0
WBGene00003548,metalloendopeptidase activity GO:0004222,1.0
WBGene00020567,metalloendopeptidase activity GO:0004222,1.0
WBGene00003553,metalloendopeptidase activity GO:0004222,1.0
WBGene00003520,metalloendopeptidase activity GO:0004222,1.0
