interpro_id	all_genes_with	all_genes_without	test_genes_with	test_genes_without	fra_all_genes_with	fra_test_genes_with	chisq_statistic	chisq_df	chisq_p	interpro_description	pos_neg	p.adj
Sp34_40262500.t1	IPR044492	P-type ATPase, haloacid dehalogenase domain
Sp34_40262700.t1	IPR036388	Winged helix-like DNA-binding domain superfamily
Sp34_40262700.t1	IPR036397	Ribonuclease H superfamily
Sp34_40262700.t1	IPR041426	Mos1 transposase, HTH domain
Sp34_40262900.t1	IPR036397	Ribonuclease H superfamily
Sp34_40263000.t1	IPR001878	Zinc finger, CCHC-type
Sp34_40263000.t1	IPR001995	Peptidase A2A, retrovirus, catalytic
Sp34_40263000.t1	IPR021109	Aspartic peptidase domain superfamily
Sp34_40263210.t1	IPR019428	7TM GPCR, serpentine receptor class r (Str)
Sp34_40263300.t1	IPR009057	Homeobox-like domain superfamily
Sp34_40263300.t1	IPR036388	Winged helix-like DNA-binding domain superfamily
Sp34_40263300.t1	IPR036397	Ribonuclease H superfamily
Sp34_40263300.t1	IPR038717	Tc1-like transposase, DDE domain
Sp34_40263300.t1	IPR048703	Transposable element Tc3 transposase-like, DNA-binding HTH domain
Sp34_40263500.t1	IPR001037	Integrase, C-terminal, retroviral
Sp34_40263500.t1	IPR001584	Integrase, catalytic core
Sp34_40263500.t1	IPR012337	Ribonuclease H-like superfamily
Sp34_40263500.t1	IPR036397	Ribonuclease H superfamily
Sp34_40263500.t1	IPR041373	Reverse transcriptase, RNase H-like domain
Sp34_40263500.t1	IPR041588	Integrase zinc-binding domain
Sp34_40263500.t1	IPR043128	Reverse transcriptase/Diguanylate cyclase domain
Sp34_40263500.t1	IPR043502	DNA/RNA polymerase superfamily
Sp34_40263700.t1	IPR002492	Transposase, Tc1-like
Sp34_40263700.t1	IPR009057	Homeobox-like domain superfamily
Sp34_40263700.t1	IPR036397	Ribonuclease H superfamily
Sp34_40263800.t1	IPR009057	Homeobox-like domain superfamily
Sp34_40263800.t1	IPR025898	Tc3 transposase, DNA binding domain
Sp34_40263800.t1	IPR036388	Winged helix-like DNA-binding domain superfamily
Sp34_40263800.t1	IPR036397	Ribonuclease H superfamily
Sp34_40263800.t1	IPR038717	Tc1-like transposase, DDE domain
Sp34_40263800.t1	IPR048703	Transposable element Tc3 transposase-like, DNA-binding HTH domain
Sp34_40263900.t1	IPR007588	Zinc finger, FLYWCH-type
Sp34_40264000.t1	IPR000718	Peptidase M13
Sp34_40264000.t1	IPR008753	Peptidase M13, N-terminal domain
Sp34_40264000.t1	IPR018497	Peptidase M13, C-terminal domain
Sp34_40264000.t1	IPR024079	Metallopeptidase, catalytic domain superfamily
Sp34_40264000.t1	IPR042089	Peptidase M13, domain 2
Sp34_40264100.t1	IPR000477	Reverse transcriptase domain
Sp34_40264100.t1	IPR043128	Reverse transcriptase/Diguanylate cyclase domain
Sp34_40264100.t1	IPR043502	DNA/RNA polymerase superfamily
Sp34_40264200.t1	IPR005135	Endonuclease/exonuclease/phosphatase
Sp34_40264200.t1	IPR036691	Endonuclease/exonuclease/phosphatase superfamily
Sp34_40264300.t1	IPR000504	RNA recognition motif domain
Sp34_40264300.t1	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily
Sp34_40264300.t1	IPR035979	RNA-binding domain superfamily
Sp34_40264400.t1	IPR000504	RNA recognition motif domain
Sp34_40264400.t1	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily
Sp34_40264400.t1	IPR035979	RNA-binding domain superfamily
Sp34_40264500.t1	IPR036397	Ribonuclease H superfamily
Sp34_40264600.t1	IPR000504	RNA recognition motif domain
Sp34_40264600.t1	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily
Sp34_40264600.t1	IPR035979	RNA-binding domain superfamily
Sp34_40264700.t1	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily
Sp34_40264700.t1	IPR035979	RNA-binding domain superfamily
Sp34_40264900.t1	IPR000504	RNA recognition motif domain
Sp34_40264900.t1	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily
Sp34_40264900.t1	IPR035979	RNA-binding domain superfamily
Sp34_40265000.t1	IPR000504	RNA recognition motif domain
Sp34_40265000.t1	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily
Sp34_40265000.t1	IPR035979	RNA-binding domain superfamily
Sp34_40265100.t1	IPR036397	Ribonuclease H superfamily
Sp34_40265200.t1	IPR000504	RNA recognition motif domain
Sp34_40265200.t1	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily
Sp34_40265200.t1	IPR035979	RNA-binding domain superfamily
Sp34_40265300.t1	IPR036397	Ribonuclease H superfamily
Sp34_40265400.t1	IPR009057	Homeobox-like domain superfamily
Sp34_40265400.t1	IPR036388	Winged helix-like DNA-binding domain superfamily
Sp34_40265500.t1	IPR000504	RNA recognition motif domain
Sp34_40265500.t1	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily
Sp34_40265500.t1	IPR035979	RNA-binding domain superfamily
Sp34_40265600.t1	IPR000504	RNA recognition motif domain
Sp34_40265600.t1	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily
Sp34_40265600.t1	IPR035979	RNA-binding domain superfamily
Sp34_40265700.t1	IPR005312	Protein of unknown function DUF1759
Sp34_40265800.t1	IPR008042	Retrotransposon, Pao
Sp34_40265800.t1	IPR012337	Ribonuclease H-like superfamily
Sp34_40265800.t1	IPR036397	Ribonuclease H superfamily
Sp34_40265800.t1	IPR040676	Domain of unknown function DUF5641
Sp34_40265800.t1	IPR043128	Reverse transcriptase/Diguanylate cyclase domain
Sp34_40265800.t1	IPR043502	DNA/RNA polymerase superfamily
Sp34_40266100.t1	IPR009667	Protein of unknown function DUF1258
Sp34_40266200.t1	IPR000477	Reverse transcriptase domain
Sp34_40266200.t1	IPR000504	RNA recognition motif domain
Sp34_40266200.t1	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily
Sp34_40266200.t1	IPR035979	RNA-binding domain superfamily
Sp34_40266200.t1	IPR043128	Reverse transcriptase/Diguanylate cyclase domain
Sp34_40266200.t1	IPR043502	DNA/RNA polymerase superfamily
Sp34_40266300.t1	IPR009057	Homeobox-like domain superfamily
Sp34_40266300.t1	IPR036397	Ribonuclease H superfamily
Sp34_40266400.t1	IPR000504	RNA recognition motif domain
Sp34_40266400.t1	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily
Sp34_40266400.t1	IPR035979	RNA-binding domain superfamily
Sp34_40266510.t1	IPR019428	7TM GPCR, serpentine receptor class r (Str)
Sp34_40266600.t1	IPR019428	7TM GPCR, serpentine receptor class r (Str)
Sp34_40266800.t1	IPR032675	Leucine-rich repeat domain superfamily
Sp34_40267000.t1	IPR036397	Ribonuclease H superfamily
Sp34_40267400.t1	IPR036397	Ribonuclease H superfamily
Sp34_40267610.t1	IPR002213	UDP-glucuronosyl/UDP-glucosyltransferase
Sp34_40267610.t1	IPR035595	UDP-glycosyltransferase family, conserved site
Sp34_40267620.t1	IPR000477	Reverse transcriptase domain
Sp34_40267620.t1	IPR043502	DNA/RNA polymerase superfamily
Sp34_40267800.t1	IPR000477	Reverse transcriptase domain
Sp34_40267900.t1	IPR013087	Zinc finger C2H2-type
Sp34_40268000.t1	IPR009057	Homeobox-like domain superfamily
Sp34_40268000.t1	IPR036388	Winged helix-like DNA-binding domain superfamily
Sp34_40268100.t1	IPR009057	Homeobox-like domain superfamily
Sp34_40268100.t1	IPR036397	Ribonuclease H superfamily
Sp34_40268200.t1	IPR001888	Transposase, type 1
Sp34_40268200.t1	IPR036388	Winged helix-like DNA-binding domain superfamily
Sp34_40268200.t1	IPR036397	Ribonuclease H superfamily
Sp34_40268200.t1	IPR041426	Mos1 transposase, HTH domain
Sp34_40268300.t1	IPR002259	Equilibrative nucleoside transporter
Sp34_40268300.t1	IPR036259	MFS transporter superfamily
Sp34_40268500.t1	IPR001452	SH3 domain
Sp34_40268500.t1	IPR003127	SoHo domain
Sp34_40268500.t1	IPR009057	Homeobox-like domain superfamily
Sp34_40268500.t1	IPR025898	Tc3 transposase, DNA binding domain
Sp34_40268500.t1	IPR036028	SH3-like domain superfamily
Sp34_40268500.t1	IPR036388	Winged helix-like DNA-binding domain superfamily
Sp34_40268500.t1	IPR036397	Ribonuclease H superfamily
Sp34_40268500.t1	IPR038717	Tc1-like transposase, DDE domain
Sp34_40268500.t1	IPR048703	Transposable element Tc3 transposase-like, DNA-binding HTH domain
Sp34_40268800.t1	IPR000039	Large ribosomal subunit protein eL18
Sp34_40268800.t1	IPR021131	Large ribosomal subunit protein uL15/eL18
Sp34_40268800.t1	IPR036227	Large ribosomal subunit protein uL15/eL18 superfamily
Sp34_40268900.t1	IPR000772	Ricin B, lectin domain
Sp34_40268900.t1	IPR001173	Glycosyltransferase 2-like
Sp34_40268900.t1	IPR029044	Nucleotide-diphospho-sugar transferases
Sp34_40268900.t1	IPR035992	Ricin B-like lectins
Sp34_40268900.t1	IPR045885	N-acetylgalactosaminyltransferase
Sp34_40269100.t1	IPR002871	NIF system FeS cluster assembly, NifU, N-terminal
Sp34_40269100.t1	IPR011339	Iron-sulfur cluster assembly scaffold protein IscU
Sp34_40269210.t1	IPR001466	Beta-lactamase-related
Sp34_40269210.t1	IPR012338	Beta-lactamase/transpeptidase-like
Sp34_40269300.t1	IPR011993	PH-like domain superfamily
Sp34_40269300.t1	IPR032396	Spindle assembly abnormal protein 6, N-terminal
Sp34_40269300.t1	IPR038558	SAS-6, N-terminal domain superfamily
Sp34_40269300.t1	IPR048600	Spindle assembly abnormal protein 6, helical domain
Sp34_40269400.t1	IPR001680	WD40 repeat
Sp34_40269400.t1	IPR007319	Small-subunit processome, Utp21
Sp34_40269400.t1	IPR015943	WD40/YVTN repeat-like-containing domain superfamily
Sp34_40269400.t1	IPR019775	WD40 repeat, conserved site
Sp34_40269400.t1	IPR024977	Anaphase-promoting complex subunit 4-like, WD40 domain
Sp34_40269400.t1	IPR036322	WD40-repeat-containing domain superfamily
Sp34_40269700.t1	IPR000719	Protein kinase domain
Sp34_40269700.t1	IPR008271	Serine/threonine-protein kinase, active site
Sp34_40269700.t1	IPR011009	Protein kinase-like domain superfamily
Sp34_40269900.t1	IPR000198	Rho GTPase-activating protein domain
Sp34_40269900.t1	IPR008936	Rho GTPase activation protein
Sp34_40269900.t1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Sp34_40269900.t1	IPR036517	FF domain superfamily
Sp34_40269900.t1	IPR039006	Rho GTPase-activating protein, pG2 domain
Sp34_40270000.t1	IPR001388	Synaptobrevin-like
Sp34_40270000.t1	IPR016444	Synaptobrevin/Vesicle-associated membrane protein
Sp34_40270000.t1	IPR042855	v-SNARE, coiled-coil homology domain
Sp34_40270100.t1	IPR002872	Proline dehydrogenase domain
Sp34_40270100.t1	IPR011992	EF-hand domain pair
Sp34_40270100.t1	IPR015659	Proline oxidase family
Sp34_40270100.t1	IPR029041	FAD-linked oxidoreductase-like
Sp34_40270210.t1	IPR002673	Large ribosomal subunit protein eL29
Sp34_40270300.t1	IPR008501	THO complex subunit 7/Mft1
Sp34_40270400.t1	IPR009057	Homeobox-like domain superfamily
Sp34_40270400.t1	IPR036388	Winged helix-like DNA-binding domain superfamily
Sp34_40270400.t1	IPR036397	Ribonuclease H superfamily
Sp34_40270400.t1	IPR038717	Tc1-like transposase, DDE domain
Sp34_40270400.t1	IPR048703	Transposable element Tc3 transposase-like, DNA-binding HTH domain
Sp34_40270600.t1	IPR003663	Sugar/inositol transporter
Sp34_40270600.t1	IPR005828	Major facilitator, sugar transporter-like
Sp34_40270600.t1	IPR020846	Major facilitator superfamily domain
Sp34_40270600.t1	IPR036259	MFS transporter superfamily
Sp34_40270600.t1	IPR045263	Glucose transporter GLUT
Sp34_40270700.t1	IPR010291	Ion channel regulatory protein, UNC-93
Sp34_40270700.t1	IPR036259	MFS transporter superfamily
Sp34_40270800.t1	IPR036397	Ribonuclease H superfamily
Sp34_40271000.t1	IPR009057	Homeobox-like domain superfamily
Sp34_40271000.t1	IPR036397	Ribonuclease H superfamily
Sp34_40271000.t1	IPR038717	Tc1-like transposase, DDE domain
Sp34_40271100.t1	IPR003280	Two pore domain potassium channel
Sp34_40271100.t1	IPR013099	Potassium channel domain
Sp34_40271200.t1	IPR000219	Dbl homology (DH) domain
Sp34_40271200.t1	IPR001452	SH3 domain
Sp34_40271200.t1	IPR027267	AH/BAR domain superfamily
Sp34_40271200.t1	IPR035899	Dbl homology (DH) domain superfamily
Sp34_40271200.t1	IPR036028	SH3-like domain superfamily
Sp34_40271400.t1	IPR002110	Ankyrin repeat
Sp34_40271400.t1	IPR003125	Domain of unknown function WSN
Sp34_40271400.t1	IPR036420	BRCT domain superfamily
Sp34_40271400.t1	IPR036770	Ankyrin repeat-containing domain superfamily
Sp34_40271600.t1	IPR003125	Domain of unknown function WSN
Sp34_40271800.t1	IPR011030	Lipovitellin-phosvitin complex, superhelical domain
Sp34_40271800.t1	IPR026136	RIPOR family member 3
Sp34_40271800.t1	IPR031780	FAM65, N-terminal
Sp34_40271920.t1	IPR001810	F-box domain
Sp34_40271920.t1	IPR002900	Domain of unknown function DUF38/FTH, Caenorhabditis species
Sp34_40271920.t1	IPR036047	F-box-like domain superfamily
Sp34_40271920.t1	IPR040161	F-box A protein FB224
Sp34_40272100.t1	IPR001841	Zinc finger, RING-type
Sp34_40272100.t1	IPR013083	Zinc finger, RING/FYVE/PHD-type
Sp34_40272300.t1	IPR009057	Homeobox-like domain superfamily
Sp34_40272400.t1	IPR000344	7TM GPCR, serpentine receptor class a (Sra)
Sp34_40272500.t1	IPR036397	Ribonuclease H superfamily
Sp34_40272600.t1	IPR000504	RNA recognition motif domain
Sp34_40272600.t1	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily
Sp34_40272600.t1	IPR035979	RNA-binding domain superfamily
Sp34_40272700.t1	IPR000504	RNA recognition motif domain
Sp34_40272700.t1	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily
Sp34_40272700.t1	IPR035979	RNA-binding domain superfamily
Sp34_40273100.t1	IPR000719	Protein kinase domain
Sp34_40273100.t1	IPR008271	Serine/threonine-protein kinase, active site
Sp34_40273100.t1	IPR011009	Protein kinase-like domain superfamily
Sp34_40273300.t1	IPR036397	Ribonuclease H superfamily
Sp34_40273300.t1	IPR038717	Tc1-like transposase, DDE domain
Sp34_40273500.t1	IPR022742	Serine aminopeptidase, S33
Sp34_40273500.t1	IPR029058	Alpha/Beta hydrolase fold
Sp34_40273600.t1	IPR001507	Zona pellucida domain
Sp34_40273600.t1	IPR003609	PAN/Apple domain
Sp34_40273700.t1	IPR008826	Selenium-binding protein
Sp34_40273700.t1	IPR015943	WD40/YVTN repeat-like-containing domain superfamily
Sp34_40273900.t1	IPR001507	Zona pellucida domain
Sp34_40273900.t1	IPR003609	PAN/Apple domain
Sp34_40274100.t1	IPR001452	SH3 domain
Sp34_40274100.t1	IPR001683	Phox homology
Sp34_40274100.t1	IPR014536	Sorting nexin 9 family
Sp34_40274100.t1	IPR019497	Sorting nexin protein, WASP-binding domain
Sp34_40274100.t1	IPR027267	AH/BAR domain superfamily
Sp34_40274100.t1	IPR036028	SH3-like domain superfamily
Sp34_40274100.t1	IPR036871	PX domain superfamily
Sp34_40274200.t1	IPR003034	SAP domain
Sp34_40274200.t1	IPR025223	S1-like RNA binding domain
Sp34_40274200.t1	IPR025224	Cell cycle and apoptosis regulator protein
Sp34_40274200.t1	IPR025954	DBC1/CARP1 catalytically inactive NUDIX hydrolase domain
Sp34_40274200.t1	IPR036361	SAP domain superfamily
Sp34_40274200.t1	IPR045353	LAIKA domain
Sp34_40274200.t1	IPR045354	BURAN domain
Sp34_40274300.t1	IPR022056	CpG binding protein, C-terminal
Sp34_40274300.t1	IPR037869	Spp1/CFP1
Sp34_40274400.t1	IPR005002	Phosphomannomutase
Sp34_40274400.t1	IPR006379	HAD-superfamily hydrolase, subfamily IIB
Sp34_40274400.t1	IPR023214	HAD superfamily
Sp34_40274400.t1	IPR036412	HAD-like superfamily
Sp34_40274400.t1	IPR043169	Phosphomannomutase, cap domain
Sp34_40274500.t1	IPR004841	Amino acid permease/ SLC12A domain
Sp34_40274500.t1	IPR004842	SLC12A transporter family
Sp34_40274500.t1	IPR018491	SLC12A transporter, C-terminal
Sp34_40274600.t1	IPR000477	Reverse transcriptase domain
Sp34_40274600.t1	IPR043128	Reverse transcriptase/Diguanylate cyclase domain
Sp34_40274600.t1	IPR043502	DNA/RNA polymerase superfamily
Sp34_40275100.t1	IPR015904	Sulphide quinone-reductase
Sp34_40275100.t1	IPR023753	FAD/NAD(P)-binding domain
Sp34_40275100.t1	IPR036188	FAD/NAD(P)-binding domain superfamily
Sp34_40275300.t1	IPR000884	Thrombospondin type-1 (TSP1) repeat
Sp34_40275300.t1	IPR036383	Thrombospondin type-1 (TSP1) repeat superfamily
Sp34_40275410.t1	IPR019408	7TM GPCR, serpentine receptor class ab (Srab)
Sp34_40275600.t1	IPR009057	Homeobox-like domain superfamily
Sp34_40275600.t1	IPR036388	Winged helix-like DNA-binding domain superfamily
Sp34_40275800.t1	IPR009057	Homeobox-like domain superfamily
Sp34_40275800.t1	IPR025898	Tc3 transposase, DNA binding domain
Sp34_40275800.t1	IPR036388	Winged helix-like DNA-binding domain superfamily
Sp34_40275800.t1	IPR036397	Ribonuclease H superfamily
Sp34_40275800.t1	IPR038717	Tc1-like transposase, DDE domain
Sp34_40275800.t1	IPR048703	Transposable element Tc3 transposase-like, DNA-binding HTH domain
Sp34_40275900.t1	IPR013568	SEFIR domain
Sp34_40275900.t1	IPR038683	Interleukin-17 receptor A/B, FnIII-like domain 1 superfamily
Sp34_40275900.t1	IPR039465	Interleukin-17 receptor-like
Sp34_40276100.t1	IPR000949	ELM2 domain
Sp34_40276200.t1	IPR036186	Serpin superfamily
Sp34_40276400.t1	IPR000949	ELM2 domain
Sp34_40276500.t1	IPR007350	Transposase, Tc5, C-terminal
Sp34_40276600.t1	IPR006029	Neurotransmitter-gated ion-channel transmembrane domain
Sp34_40276600.t1	IPR006201	Neurotransmitter-gated ion-channel
Sp34_40276600.t1	IPR006202	Neurotransmitter-gated ion-channel ligand-binding domain
Sp34_40276600.t1	IPR018000	Neurotransmitter-gated ion-channel, conserved site
Sp34_40276600.t1	IPR036719	Neurotransmitter-gated ion-channel transmembrane domain superfamily
Sp34_40276600.t1	IPR036734	Neurotransmitter-gated ion-channel ligand-binding domain superfamily
Sp34_40276600.t1	IPR038050	Neuronal acetylcholine receptor
Sp34_40276700.t1	IPR000504	RNA recognition motif domain
Sp34_40276700.t1	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily
Sp34_40276700.t1	IPR035979	RNA-binding domain superfamily
Sp34_40276800.t1	IPR000504	RNA recognition motif domain
Sp34_40276800.t1	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily
Sp34_40276800.t1	IPR035979	RNA-binding domain superfamily
Sp34_40276900.t1	IPR012677	Nucleotide-binding alpha-beta plait domain superfamily
Sp34_40276900.t1	IPR025715	Chromatin target of PRMT1 protein, C-terminal
Sp34_40276900.t1	IPR035979	RNA-binding domain superfamily
Sp34_40277000.t1	IPR001041	2Fe-2S ferredoxin-type iron-sulfur binding domain
Sp34_40277000.t1	IPR001055	Adrenodoxin
Sp34_40277000.t1	IPR011990	Tetratricopeptide-like helical domain superfamily
Sp34_40277000.t1	IPR012675	Beta-grasp domain superfamily
Sp34_40277000.t1	IPR018298	Adrenodoxin, iron-sulphur binding site
Sp34_40277000.t1	IPR036010	2Fe-2S ferredoxin-like superfamily
Sp34_40277100.t1	IPR019312	CCR4-NOT transcription complex subunit 11
Sp34_40277200.t1	IPR004598	Transcription factor TFIIH subunit p52/Tfb2
Sp34_40277200.t1	IPR040662	Transcription factor Tfb2, C-terminal domain
Sp34_40277300.t1	IPR003915	Polycystic kidney disease type 2 protein
Sp34_40277300.t1	IPR013122	Polycystin cation channel, PKD1/PKD2
Sp34_40277300.t1	IPR046791	Polycystin domain
Sp34_40277400.t1	IPR000536	Nuclear hormone receptor, ligand-binding domain
Sp34_40277400.t1	IPR001628	Zinc finger, nuclear hormone receptor-type
Sp34_40277400.t1	IPR013088	Zinc finger, NHR/GATA-type
Sp34_40277400.t1	IPR035500	Nuclear hormone receptor-like domain superfamily
Sp34_40277400.t1	IPR049636	Hepatocyte nuclear factor 4-like, DNA-binding domain
Sp34_40277500.t1	IPR010734	Copine, C-terminal
Sp34_40277500.t1	IPR036465	von Willebrand factor A-like domain superfamily
Sp34_40277500.t1	IPR045052	Copine
Sp34_40277710.t1	IPR000615	Bestrophin
Sp34_40277710.t1	IPR021134	Bestrophin-like
Sp34_40277720.t1	IPR000477	Reverse transcriptase domain
Sp34_40277720.t1	IPR001878	Zinc finger, CCHC-type
Sp34_40277720.t1	IPR005135	Endonuclease/exonuclease/phosphatase
Sp34_40277720.t1	IPR021109	Aspartic peptidase domain superfamily
Sp34_40277720.t1	IPR036691	Endonuclease/exonuclease/phosphatase superfamily
Sp34_40277720.t1	IPR036875	Zinc finger, CCHC-type superfamily
Sp34_40277720.t1	IPR043128	Reverse transcriptase/Diguanylate cyclase domain
Sp34_40277720.t1	IPR043502	DNA/RNA polymerase superfamily
Sp34_40277800.t1	IPR000868	Isochorismatase-like
Sp34_40277800.t1	IPR036380	Isochorismatase-like superfamily
Sp34_40278100.t1	IPR019425	7TM GPCR, serpentine receptor class t (Srt)
Sp34_40278200.t1	IPR001841	Zinc finger, RING-type
Sp34_40278200.t1	IPR017907	Zinc finger, RING-type, conserved site
Sp34_40278310.t1	IPR019425	7TM GPCR, serpentine receptor class t (Srt)
Sp34_40278330.t1	IPR019425	7TM GPCR, serpentine receptor class t (Srt)
Sp34_40278400.t1	IPR019425	7TM GPCR, serpentine receptor class t (Srt)
Sp34_40278500.t1	IPR004245	Protein of unknown function DUF229
Sp34_40278500.t1	IPR017850	Alkaline-phosphatase-like, core domain superfamily
Sp34_40278800.t1	IPR002486	Nematode cuticle collagen, N-terminal
Sp34_40278800.t1	IPR008160	Collagen triple helix repeat
Sp34_40278900.t1	IPR015894	Guanylate-binding protein, N-terminal
Sp34_40278900.t1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Sp34_40278900.t1	IPR030386	GB1/RHD3-type guanine nucleotide-binding (G) domain
Sp34_40278900.t1	IPR036543	Guanylate-binding protein, C-terminal domain superfamily
Sp34_40279110.t1	IPR019425	7TM GPCR, serpentine receptor class t (Srt)
Sp34_40279120.t1	IPR002492	Transposase, Tc1-like
Sp34_40279120.t1	IPR009057	Homeobox-like domain superfamily
Sp34_40279120.t1	IPR036397	Ribonuclease H superfamily
Sp34_40279210.t1	IPR001870	B30.2/SPRY domain
Sp34_40279210.t1	IPR003034	SAP domain
Sp34_40279210.t1	IPR003877	SPRY domain
Sp34_40279210.t1	IPR013320	Concanavalin A-like lectin/glucanase domain superfamily
Sp34_40279210.t1	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Sp34_40279210.t1	IPR043136	B30.2/SPRY domain superfamily
Sp34_40279310.t1	IPR001326	Translation elongation factor EF1B, beta/delta chains, conserved site
Sp34_40279310.t1	IPR014038	Translation elongation factor EF1B, beta/delta subunit, guanine nucleotide exchange domain
Sp34_40279310.t1	IPR014717	Translation elongation factor EF1B/small ribosomal subunit protein bS6
Sp34_40279310.t1	IPR018940	Elongation factor 1 beta central acidic region, eukaryote
Sp34_40279310.t1	IPR036219	Translation elongation factor eEF-1beta-like superfamily
Sp34_40279400.t1	IPR024491	Selenoprotein SelK/SelG
Sp34_40279510.t1	IPR029448	Fanconi anaemia protein FANCD2
Sp34_40279600.t1	IPR000582	Acyl-CoA-binding protein, ACBP
Sp34_40279600.t1	IPR009038	GOLD domain
Sp34_40279600.t1	IPR014352	FERM/acyl-CoA-binding protein superfamily
Sp34_40279600.t1	IPR035984	Acyl-CoA binding protein superfamily
Sp34_40279600.t1	IPR036598	GOLD domain superfamily
Sp34_40279700.t1	IPR000924	Glutamyl/glutaminyl-tRNA synthetase
Sp34_40279700.t1	IPR001412	Aminoacyl-tRNA synthetase, class I, conserved site
Sp34_40279700.t1	IPR004514	Glutamine-tRNA synthetase
Sp34_40279700.t1	IPR007638	Glutaminyl-tRNA synthetase, class Ib, non-specific RNA-binding domain 2
Sp34_40279700.t1	IPR007639	Glutaminyl-tRNA synthetase, class Ib, non-specific RNA-binding domain, N-terminal
Sp34_40279700.t1	IPR011035	Large ribosomal subunit protein bL25/Gln-tRNA synthetase, anti-codon-binding domain superfamily
Sp34_40279700.t1	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold
Sp34_40279700.t1	IPR020056	Large ribosomal subunit protein bL25/Gln-tRNA synthetase, N-terminal
Sp34_40279700.t1	IPR020058	Glutamyl/glutaminyl-tRNA synthetase, class Ib, catalytic domain
Sp34_40279700.t1	IPR020059	Glutamyl/glutaminyl-tRNA synthetase, class Ib, anti-codon binding domain
Sp34_40279700.t1	IPR042558	Glutaminyl-tRNA synthetase, class Ib, non-specific RNA-binding domain, N-terminal, subdomain 1
Sp34_40279700.t1	IPR042559	Glutaminyl-tRNA synthetase, class Ib, non-specific RNA-binding domain, N-terminal, subdomain 2
Sp34_40279700.t1	IPR049437	tRNA synthetases class I (E and Q), anti-codon binding domain
Sp34_40279900.t1	IPR005312	Protein of unknown function DUF1759
Sp34_40280100.t1	IPR036397	Ribonuclease H superfamily
Sp34_40280200.t1	IPR036397	Ribonuclease H superfamily
Sp34_40280200.t1	IPR038717	Tc1-like transposase, DDE domain
Sp34_40280300.t1	IPR000949	ELM2 domain
Sp34_40280500.t1	IPR036397	Ribonuclease H superfamily
Sp34_40280600.t1	IPR009057	Homeobox-like domain superfamily
Sp34_40280600.t1	IPR036388	Winged helix-like DNA-binding domain superfamily
Sp34_40280700.t1	IPR002656	Acyltransferase 3 domain
Sp34_40280700.t1	IPR043968	SGNH domain
Sp34_40280800.t1	IPR009057	Homeobox-like domain superfamily
Sp34_40280800.t1	IPR036388	Winged helix-like DNA-binding domain superfamily
Sp34_40280900.t1	IPR004979	Transcription factor AP-2
Sp34_40280900.t1	IPR013854	Transcription factor AP-2, C-terminal
Sp34_40281000.t1	IPR009057	Homeobox-like domain superfamily
Sp34_40281000.t1	IPR036388	Winged helix-like DNA-binding domain superfamily
Sp34_40281100.t1	IPR036388	Winged helix-like DNA-binding domain superfamily
Sp34_40281100.t1	IPR036397	Ribonuclease H superfamily
Sp34_40281100.t1	IPR041426	Mos1 transposase, HTH domain
Sp34_40281200.t1	IPR036397	Ribonuclease H superfamily
Sp34_40281200.t1	IPR038717	Tc1-like transposase, DDE domain
Sp34_40281300.t1	IPR004979	Transcription factor AP-2
Sp34_40281300.t1	IPR013854	Transcription factor AP-2, C-terminal
Sp34_40281400.t1	IPR000477	Reverse transcriptase domain
Sp34_40281400.t1	IPR043502	DNA/RNA polymerase superfamily
Sp34_40281500.t1	IPR041426	Mos1 transposase, HTH domain
Sp34_40281600.t1	IPR001888	Transposase, type 1
Sp34_40281600.t1	IPR036397	Ribonuclease H superfamily
Sp34_40281700.t1	IPR004979	Transcription factor AP-2
Sp34_40281700.t1	IPR013854	Transcription factor AP-2, C-terminal
Sp34_40281800.t1	IPR036397	Ribonuclease H superfamily
Sp34_40281911.t1	IPR002656	Acyltransferase 3 domain
Sp34_40281911.t1	IPR043968	SGNH domain
Sp34_40282000.t1	IPR006342	Methyltransferase FkbM
Sp34_40282000.t1	IPR026913	Probable methyltransferase-like protein 24
Sp34_40282000.t1	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
Sp34_40282200.t1	IPR025714	Methyltransferase domain
Sp34_40282200.t1	IPR026913	Probable methyltransferase-like protein 24
